ticket_id,title,description,issue_type,customer_type,channel,previous_complaints,hours_open,impact_level,priority
TKT-14298,Payment processing delayed by 2-3 minutes,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Security Problem,Regular,Email,4,8.13,Medium,Medium
TKT-14299,Export to PDF producing blank file,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Login Issue,Regular,Phone Call,6,4.18,Medium,Medium
TKT-14300,Intermittent login failures reported,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Account Suspension,Premium,Chat,4,2.45,Medium,Medium
TKT-14301,Report generation taking too long,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Payment Issue,Premium,Email,4,18.14,High,Medium
TKT-14302,Two-factor authentication failing sometimes,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Login Issue,Regular,Chat,5,2.25,Low,Medium
TKT-14303,Database corruption – data loss risk,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Other,Regular,Chat,13,0.93,High,High
TKT-14304,Critical payment failure affecting all users,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Security Problem,Premium,Phone Call,13,3.22,High,High
TKT-14305,Server completely down – production halted,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Server Down,Premium,Phone Call,10,3.64,High,High
TKT-14306,Critical payment failure affecting all users,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Security Problem,Regular,Chat,10,2.9,High,High
TKT-14307,Search results returning outdated data,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Technical Bug,Regular,Chat,3,15.54,Medium,Medium
TKT-14308,Email notifications not arriving,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Feature Request,Premium,Phone Call,3,18.09,Medium,Medium
TKT-14309,Email notifications not arriving,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Technical Bug,Regular,Chat,1,3.05,Low,Medium
TKT-14310,Profile update not saving properly,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Technical Bug,Premium,Email,1,11.21,Medium,Medium
TKT-14311,Database corruption – data loss risk,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Security Problem,Regular,Email,6,1.46,High,High
TKT-14312,Two-factor authentication failing sometimes,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Login Issue,Regular,Email,4,1.43,Medium,Medium
TKT-14313,Export to PDF producing blank file,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Technical Bug,Premium,Phone Call,1,7.08,High,Medium
TKT-14314,Improve onboarding guide,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Feature Request,Premium,Email,3,69.27,Low,Low
TKT-14315,Email notifications not arriving,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Technical Bug,Regular,Phone Call,5,9.62,Low,Medium
TKT-14316,Login completely broken for all premium users,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Login Issue,Premium,Email,5,1.38,High,High
TKT-14317,API endpoint returning 500 errors in production,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Security Problem,Premium,Email,15,0.45,High,High
TKT-14318,Two-factor authentication failing sometimes,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Feature Request,Premium,Chat,6,17.92,Medium,Medium
TKT-14319,Add CSV export option,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Feature Request,Regular,Chat,0,55.19,Medium,Low
TKT-14320,Export to PDF producing blank file,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Other,Premium,Email,3,3.74,High,Medium
TKT-14321,Critical payment failure affecting all users,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Payment Issue,Regular,Chat,14,2.11,High,High
TKT-14322,Search results returning outdated data,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Account Suspension,Regular,Chat,4,15.48,Medium,Medium
TKT-14323,Change password label text suggestion,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Feature Request,Regular,Phone Call,1,33.38,Low,Low
TKT-14324,Request for new feature in dashboard,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Other,Regular,Email,0,58.43,Low,Low
TKT-14325,Intermittent login failures reported,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Login Issue,Regular,Chat,4,1.81,Medium,Medium
TKT-14326,Account suspended unexpectedly – urgent,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Account Suspension,Premium,Chat,5,3.21,High,High
TKT-14327,Add CSV export option,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Feature Request,Premium,Phone Call,2,24.33,Low,Low
TKT-14328,Report generation taking too long,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Account Suspension,Regular,Email,4,14.06,Medium,Medium
TKT-14329,Request for new feature in dashboard,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Other,Regular,Email,0,28.28,Medium,Low
TKT-14330,Dashboard displaying incorrect statistics,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Security Problem,Premium,Chat,4,8.88,High,Medium
TKT-14331,Tooltip text unclear on settings page,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Feature Request,Regular,Chat,3,21.81,Low,Low
TKT-14332,Dashboard displaying incorrect statistics,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Payment Issue,Premium,Chat,1,5.16,Medium,Medium
